timestamp_utc,event_type,model_name,model_format,vertex_count,file_size_bytes,interaction_type,input_to_camera_change_ms,viewport_width,viewport_height,user_agent
2026-03-22T07:50:44.861093+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5.1,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:44.870528+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,4.9,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:44.880573+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5.1,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:44.900277+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:44.940581+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:45.360840+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,150.2,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:45.826139+00:00,pointerdown,mp-1661648_LiFePO4.ply,ply,225152,15310752,rotate_or_pan,27,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:46.631611+00:00,pointerdown,mp-1661648_LiFePO4.ply,ply,225152,15310752,rotate_or_pan,41.8,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:47.080944+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:47.095630+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5.1,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:47.109877+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5.1,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:47.120270+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:47.135496+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5.1,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:47.150774+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5.1,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:49.477846+00:00,pointerdown,mp-1661648_LiFePO4.ply,ply,225152,15310752,rotate_or_pan,47.8,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:50.606230+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:50.625096+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5.1,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:50.645988+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,5,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:50.665116+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,10.1,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:50.691392+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,10,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:50.710568+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,10.1,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:51.205401+00:00,pointerdown,mp-1661648_LiFePO4.ply,ply,225152,15310752,rotate_or_pan,38,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:51.841060+00:00,pointerdown,mp-1661648_LiFePO4.ply,ply,225152,15310752,rotate_or_pan,2,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:52.520328+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,10.1,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:52.550565+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,10,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:52.575879+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,15.1,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:52.595551+00:00,wheel,mp-1661648_LiFePO4.ply,ply,225152,15310752,zoom,15,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:50:53.057131+00:00,pointerdown,mp-1661648_LiFePO4.ply,ply,225152,15310752,rotate_or_pan,4.5,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:53:41.941034+00:00,pointerdown,mp-1661648_LiFePO4.ply,ply,225152,15310752,rotate_or_pan,7.4,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:53:43.093429+00:00,pointerdown,mp-1661648_LiFePO4.ply,ply,225152,15310752,rotate_or_pan,5.2,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:53:43.503942+00:00,pointerdown,mp-1661648_LiFePO4.ply,ply,225152,15310752,rotate_or_pan,5.3,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:54:31.383820+00:00,pointerdown,mp-1661648_LiFePO4.ply,ply,225152,15310752,rotate_or_pan,2.5,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-03-22T07:54:32.202692+00:00,pointerdown,mp-1661648_LiFePO4.ply,ply,225152,15310752,rotate_or_pan,12.6,608,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
